latecny Avg(),Latency SD (),latency max (),\nTransfer/sec:,,If SLA Violation,,,
388.77,1.02s,7.84s,1724.22\nTransfer/sec:,"575.81KB\n"")",1,,,
166.1,536.85,3.47s,1718.48\nTransfer/sec:,"573.90KB\n"")",1,,,
84.25,320.01,3.91s,1711.14\nTransfer/sec:,"571.45KB\n"")",1,,,
30.03,9.7,72.64,1701.56\nTransfer/sec:,"568.25KB\n"")",0,,,
79.07,237.38,1.82s,1693.49\nTransfer/sec:,"565.55KB\n"")",1,,,
59.88,127.67,1.02s,1685.91\nTransfer/sec:,"563.02KB\n"")",0,,,
42.86,81.5,958.98,1678.78\nTransfer/sec:,"560.64KB\n"")",0,,,
150.77,492.2,7.81s,1669.12\nTransfer/sec:,"557.41KB\n"")",1,,,
40.33,81.4,945.15,1647.72\nTransfer/sec:,"550.26KB\n"")",0,,,
33.89,10.34,79.94,1656.21\nTransfer/sec:,"553.10KB\n"")",0,,,
33.11,10.23,89.22,1650.23\nTransfer/sec:,"551.10KB\n"")",0,,,
56.53,103.53,1.73s,1636.82\nTransfer/sec:,"546.62KB\n"")",0,,,
52.54,113.95,1.01s,1634.15\nTransfer/sec:,"545.73KB\n"")",0,,,
68.45,207.16,1.84s,1624.41\nTransfer/sec:,"542.48KB\n"")",1,,,
57.65,138.64,1.98s,1615.61\nTransfer/sec:,"539.54KB\n"")",0,,,
213.79,511.4,4.32s,1604.11\nTransfer/sec:,"535.70KB\n"")",1,,,
46.31,53.28,940.03,1595.69\nTransfer/sec:,"532.89KB\n"")",0,,,
32.95,10.13,75.26,1597.82\nTransfer/sec:,"533.60KB\n"")",0,,,
33.12,10.11,65.18,1594.87\nTransfer/sec:,"532.61KB\n"")",0,,,
83.94,234.06,1.85s,1591.89\nTransfer/sec:,"531.62KB\n"")",1,,,
65.09,135.7,1.96s,1590.21\nTransfer/sec:,"531.06KB\n"")",1,,,
50.83,108.05,1.02s,1594.96\nTransfer/sec:,"532.64KB\n"")",0,,,
55.39,122.01,1.21s,1597.75\nTransfer/sec:,"533.57KB\n"")",0,,,
41.92,82.9,961.02,1598.84\nTransfer/sec:,"533.94KB\n"")",0,,,
123.25,570.83,7.83s,1560.38\nTransfer/sec:,"521.09KB\n"")",1,,,
30.03,9.51,65.25,1605.79\nTransfer/sec:,"536.26KB\n"")",0,,,
30,9.56,69.18,1607.93\nTransfer/sec:,"536.98KB\n"")",0,,,
106.8,301.21,1.97s,1608.86\nTransfer/sec:,"537.29KB\n"")",1,,,
48.66,99.81,1.03s,1607.66\nTransfer/sec:,"536.88KB\n"")",0,,,
71.89,179.12,1.96s,1609.67\nTransfer/sec:,"537.56KB\n"")",1,,,
51.51,112,982.53,1613.61\nTransfer/sec:,"538.87KB\n"")",0,,,
57.23,136.8,1.77s,1622.61\nTransfer/sec:,"541.88KB\n"")",0,,,
55.71,141.36,1.80s,1632.35\nTransfer/sec:,"545.13KB\n"")",0,,,
33.05,10.16,71.23,1640.30\nTransfer/sec:,"547.79KB\n"")",0,,,
184.98,732.8,7.71s,1650.27\nTransfer/sec:,"551.12KB\n"")",1,,,
124.52,344.08,3.59s,1661.00\nTransfer/sec:,"554.70KB\n"")",1,,,
130.41,347.82,2.03s,1671.88\nTransfer/sec:,"558.33KB\n"")",1,,,
54.41,132.33,1.77s,1687.78\nTransfer/sec:,"563.64KB\n"")",0,,,
68.21,237.33,3.91s,1626.51\nTransfer/sec:,"543.18KB\n"")",1,,,
29.98,9.7,76.8,1706.81\nTransfer/sec:,"570.00KB\n"")",0,,,
77.93,241.95,1.87s,1717.69\nTransfer/sec:,"573.63KB\n"")",1,,,
77.62,243.41,1.84s,1732.91\nTransfer/sec:,"578.72KB\n"")",1,,,
98.5,278.56,3.29s,1747.36\nTransfer/sec:,"583.54KB\n"")",1,,,
69.16,158.6,1.74s,1761.48\nTransfer/sec:,"588.26KB\n"")",1,,,
92.88,248.45,1.84s,1773.00\nTransfer/sec:,"592.11KB\n"")",1,,,
33.22,10.24,90.37,1796.23\nTransfer/sec:,"599.86KB\n"")",0,,,
33.47,10.41,106.11,1816.96\nTransfer/sec:,"606.79KB\n"")",0,,,
300.44,737.09,7.69s,1826.88\nTransfer/sec:,"610.10KB\n"")",1,,,
62.18,116.41,1.72s,1835.65\nTransfer/sec:,"613.03KB\n"")",1,,,
169.93,526.67,7.82s,1855.84\nTransfer/sec:,"619.77KB\n"")",1,,,
86.43,245.6,1.82s,1860.79\nTransfer/sec:,"621.43KB\n"")",1,,,
30.38,9.7,75.58,1882.94\nTransfer/sec:,"628.83KB\n"")",0,,,
29.78,9.69,79.36,1898.09\nTransfer/sec:,"633.88KB\n"")",0,,,
79.14,243.44,1.82s,1914.78\nTransfer/sec:,"639.46KB\n"")",1,,,
104.37,271.39,1.99s,1922.97\nTransfer/sec:,"642.19KB\n"")",1,,,
107.78,295.74,1.98s,1944.32\nTransfer/sec:,"649.32KB\n"")",1,,,
82,250.84,1.82s,1964.26\nTransfer/sec:,"655.98KB\n"")",1,,,
26.49,13.07,89.73,1927.89\nTransfer/sec:,"643.84KB\n"")",0,,,
30.38,11.31,108.99,2000.69\nTransfer/sec:,"668.12KB\n"")",0,,,
30.93,11.22,120.32,2016.45\nTransfer/sec:,"673.37KB\n"")",0,,,
133.83,344.72,2.04s,2042.29\nTransfer/sec:,"682.00KB\n"")",1,,,
175.24,440.51,2.87s,2067.82\nTransfer/sec:,"690.52KB\n"")",1,,,
84.55,250.35,1.82s,2090.49\nTransfer/sec:,"698.09KB\n"")",1,,,
303.12,696.87,3.60s,2098.35\nTransfer/sec:,"700.72KB\n"")",1,,,
29.99,21.67,517.89,2116.96\nTransfer/sec:,"706.94KB\n"")",0,,,
47.6,28.83,381.18,2117.55\nTransfer/sec:,"707.13KB\n"")",0,,,
98,318.79,3.33s,2128.93\nTransfer/sec:,"710.93KB\n"")",1,,,
88.84,250.63,1.81s,2132.02\nTransfer/sec:,"711.96KB\n"")",1,,,
86.33,257.26,1.86s,2139.77\nTransfer/sec:,"714.55KB\n"")",1,,,
101.32,270.81,1.82s,2145.70\nTransfer/sec:,"716.53KB\n"")",1,,,
179.83,512.82,3.60s,2137.22\nTransfer/sec:,"713.70KB\n"")",1,,,
32.69,14.12,127.49,2160.50\nTransfer/sec:,"721.47KB\n"")",0,,,
35.4,29.38,442.11,2167.26\nTransfer/sec:,"723.73KB\n"")",0,,,
246.89,666.22,3.44s,2172.64\nTransfer/sec:,"725.53KB\n"")",1,,,
107.81,349.26,3.39s,2176.11\nTransfer/sec:,"726.69KB\n"")",1,,,
93.43,251.57,1.80s,2171.42\nTransfer/sec:,"725.12KB\n"")",1,,,
88.34,256.17,1.79s,2177.27\nTransfer/sec:,"727.08KB\n"")",1,,,
38.47,80.15,1.79s,2107.32\nTransfer/sec:,"703.72KB\n"")",0,,,
38.83,16.77,160.51,2181.39\nTransfer/sec:,"728.45KB\n"")",0,,,
49.99,110.22,1.31s,2184.98\nTransfer/sec:,"729.65KB\n"")",0,,,
322.51,739.66,3.96s,2189.24\nTransfer/sec:,"731.07KB\n"")",1,,,
98.98,270.72,3.31s,2192.31\nTransfer/sec:,"732.10KB\n"")",1,,,
277.58,663.9,3.43s,2193.21\nTransfer/sec:,"732.40KB\n"")",1,,,
154.26,363.07,2.24s,2194.08\nTransfer/sec:,"732.69KB\n"")",1,,,
36.66,52.75,1.01s,2194.97\nTransfer/sec:,"732.99KB\n"")",0,,,
31.96,13.45,174.21,2195.04\nTransfer/sec:,"733.01KB\n"")",0,,,
94.19,254.73,1.82s,2184.99\nTransfer/sec:,"729.65KB\n"")",1,,,
145.73,320.04,2.04s,2177.17\nTransfer/sec:,"727.04KB\n"")",1,,,
253.12,676.72,3.42s,2191.20\nTransfer/sec:,"731.73KB\n"")",1,,,
106.75,353.31,3.34s,2191.28\nTransfer/sec:,"731.75KB\n"")",1,,,
38.16,56.88,1.00s,2116.26\nTransfer/sec:,"706.70KB\n"")",0,,,
31.81,13.75,131.97,2163.57\nTransfer/sec:,"722.50KB\n"")",0,,,
240.8,653.42,3.49s,2162.71\nTransfer/sec:,"722.21KB\n"")",1,,,
169.69,454.66,3.36s,2165.29\nTransfer/sec:,"723.08KB\n"")",1,,,
143.55,355.34,2.06s,2174.39\nTransfer/sec:,"726.12KB\n"")",1,,,
99.93,271.48,1.95s,2177.24\nTransfer/sec:,"727.07KB\n"")",1,,,
141.76,345.16,2.01s,2181.39\nTransfer/sec:,"728.45KB\n"")",1,,,
38.12,65.37,1.02s,2190.19\nTransfer/sec:,"731.39KB\n"")",0,,,
32.53,14.37,149.12,2192.28\nTransfer/sec:,"732.09KB\n"")",0,,,
90.25,257.28,1.81s,2194.14\nTransfer/sec:,"732.71KB\n"")",1,,,
187.79,536.71,3.47s,2185.56\nTransfer/sec:,"729.85KB\n"")",1,,,
155.28,408.64,3.41s,2192.31\nTransfer/sec:,"732.10KB\n"")",1,,,
138.85,347.53,2.07s,2186.93\nTransfer/sec:,"730.30KB\n"")",1,,,
106.91,286.58,1.90s,2176.38\nTransfer/sec:,"726.78KB\n"")",1,,,
37.36,22.19,298.24,2181.09\nTransfer/sec:,"728.35KB\n"")",0,,,
32.38,15.49,136.58,2187.92\nTransfer/sec:,"730.63KB\n"")",0,,,
256.73,671.88,3.44s,2189.04\nTransfer/sec:,"731.01KB\n"")",1,,,
315.15,722.29,6.56s,2182.64\nTransfer/sec:,"728.87KB\n"")",1,,,
133.85,336.96,2.02s,2189.02\nTransfer/sec:,"731.00KB\n"")",1,,,
127.04,369.88,2.75s,2182.32\nTransfer/sec:,"728.76KB\n"")",1,,,
29.42,16.17,143.74,2185.30\nTransfer/sec:,"729.76KB\n"")",0,,,
33.06,16.07,144.26,2177.14\nTransfer/sec:,"727.03KB\n"")",0,,,
90.68,257.45,1.78s,2169.45\nTransfer/sec:,"724.46KB\n"")",1,,,
264.29,628.55,3.41s,2155.08\nTransfer/sec:,"719.66KB\n"")",1,,,
261.68,672,3.48s,2155.53\nTransfer/sec:,"719.82KB\n"")",1,,,
84.4,249.79,1.82s,2152.81\nTransfer/sec:,"718.91KB\n"")",1,,,
70.99,234.57,1.84s,2111.04\nTransfer/sec:,"704.96KB\n"")",1,,,
31.54,12.05,116.99,2138.67\nTransfer/sec:,"714.18KB\n"")",0,,,
33.51,16.14,139.26,2131.05\nTransfer/sec:,"711.64KB\n"")",0,,,
96.45,264.35,1.80s,2122.23\nTransfer/sec:,"708.69KB\n"")",1,,,
87.86,260.08,3.25s,2112.33\nTransfer/sec:,"705.39KB\n"")",1,,,
101.25,309.85,3.38s,2096.94\nTransfer/sec:,"700.25KB\n"")",1,,,
140.11,351,2.02s,2092.47\nTransfer/sec:,"698.76KB\n"")",1,,,
51.89,37.8,515.58,2065.03\nTransfer/sec:,"689.59KB\n"")",0,,,
40.66,24.03,311.3,2054.02\nTransfer/sec:,"685.91KB\n"")",0,,,
32.33,14.04,139.9,2053.20\nTransfer/sec:,"685.64KB\n"")",0,,,
83.01,247.25,1.80s,2044.14\nTransfer/sec:,"682.61KB\n"")",1,,,
141.31,452.21,3.46s,2033.28\nTransfer/sec:,"678.99KB\n"")",1,,,
245.76,651.56,3.47s,2018.73\nTransfer/sec:,"674.13KB\n"")",1,,,
237.69,656,3.46s,2019.22\nTransfer/sec:,"674.29KB\n"")",1,,,
73.15,232.79,2.01s,2012.55\nTransfer/sec:,"672.07KB\n"")",1,,,
30.55,11.93,112.45,2003.58\nTransfer/sec:,"669.08KB\n"")",0,,,
88.44,280.69,3.38s,1995.55\nTransfer/sec:,"666.41KB\n"")",1,,,
248.08,655.76,3.48s,1987.62\nTransfer/sec:,"663.77KB\n"")",1,,,
79.05,244.57,1.81s,1975.43\nTransfer/sec:,"659.71KB\n"")",1,,,
209.78,593.88,3.40s,1967.05\nTransfer/sec:,"656.92KB\n"")",1,,,
82.22,251.15,1.83s,1953.14\nTransfer/sec:,"652.27KB\n"")",1,,,
29.69,9.74,86.14,1941.51\nTransfer/sec:,"648.38KB\n"")",0,,,
45.62,23.98,304.64,1923.21\nTransfer/sec:,"642.27KB\n"")",0,,,
115.75,313.75,1.98s,1915.78\nTransfer/sec:,"639.79KB\n"")",1,,,
80.31,243.62,1.79s,1907.08\nTransfer/sec:,"636.89KB\n"")",1,,,
196.59,593.12,3.41s,1899.87\nTransfer/sec:,"634.48KB\n"")",1,,,
134.85,368.81,3.39s,1893.01\nTransfer/sec:,"632.19KB\n"")",1,,,
26.52,12.68,69.38,1883.07\nTransfer/sec:,"628.87KB\n"")",0,,,
30.06,10,86.59,1874.35\nTransfer/sec:,"625.95KB\n"")",0,,,
83.01,245.72,1.84s,1861.28\nTransfer/sec:,"621.59KB\n"")",1,,,
118.49,302.08,2.01s,1845.55\nTransfer/sec:,"616.33KB\n"")",1,,,
126.59,342.83,2.90s,1846.68\nTransfer/sec:,"616.71KB\n"")",1,,,
220.13,632.02,3.49s,1838.99\nTransfer/sec:,"614.14KB\n"")",1,,,
125.68,317.82,2.03s,1823.68\nTransfer/sec:,"609.03KB\n"")",1,,,
36.47,64.71,989.7,1820.84\nTransfer/sec:,"608.08KB\n"")",0,,,
38.07,18.37,246.91,1804.14\nTransfer/sec:,"602.51KB\n"")",0,,,
79.13,240.3,1.81s,1803.01\nTransfer/sec:,"602.13KB\n"")",1,,,
85.15,274.67,3.37s,1795.55\nTransfer/sec:,"599.64KB\n"")",1,,,
83.81,248.83,1.80s,1786.58\nTransfer/sec:,"596.64KB\n"")",1,,,
60.15,133.43,1.72s,1772.34\nTransfer/sec:,"591.88KB\n"")",1,,,
131.97,378.93,5.08s,1748.13\nTransfer/sec:,"583.80KB\n"")",1,,,
42.64,21.92,233.73,1743.57\nTransfer/sec:,"582.28KB\n"")",0,,,
103.17,361.51,3.42s,1736.52\nTransfer/sec:,"579.92KB\n"")",1,,,
84.22,239.41,1.83s,1719.69\nTransfer/sec:,"574.30KB\n"")",1,,,
121.04,419.53,3.40s,1715.35\nTransfer/sec:,"572.85KB\n"")",1,,,
57.59,149.2,1.77s,1706.65\nTransfer/sec:,"569.95KB\n"")",0,,,
43.21,87.7,1.95s,1691.03\nTransfer/sec:,"564.73KB\n"")",0,,,
45.18,22.98,244.99,1691.41\nTransfer/sec:,"564.86KB\n"")",0,,,
85.68,242.23,1.83s,1692.50\nTransfer/sec:,"565.22KB\n"")",1,,,
164.02,427.46,3.85s,1680.55\nTransfer/sec:,"561.23KB\n"")",1,,,
64.01,107.11,1.05s,1677.52\nTransfer/sec:,"560.22KB\n"")",1,,,
50.37,107.47,2.41s,1662.20\nTransfer/sec:,"555.10KB\n"")",0,,,
29.54,9.58,67.9,1680.57\nTransfer/sec:,"561.24KB\n"")",0,,,
77.26,239.72,1.82s,1677.16\nTransfer/sec:,"560.10KB\n"")",1,,,
211.44,616.35,3.49s,1669.04\nTransfer/sec:,"557.38KB\n"")",1,,,
79.66,241.55,1.84s,1661.18\nTransfer/sec:,"554.76KB\n"")",1,,,
75.7,238.54,1.82s,1653.13\nTransfer/sec:,"552.07KB\n"")",1,,,
66.17,218.32,1.83s,1621.69\nTransfer/sec:,"541.57KB\n"")",1,,,
35.63,15.39,232.96,1634.43\nTransfer/sec:,"545.82KB\n"")",0,,,
126.09,455.86,3.46s,1634.42\nTransfer/sec:,"545.82KB\n"")",1,,,
91.48,251.36,1.87s,1629.57\nTransfer/sec:,"544.20KB\n"")",1,,,
173.26,513.5,7.05s,1621.61\nTransfer/sec:,"541.54KB\n"")",1,,,
62.53,117.75,1.04s,1610.93\nTransfer/sec:,"537.98KB\n"")",1,,,
53.73,94.52,979.97,1594.14\nTransfer/sec:,"532.37KB\n"")",0,,,
33.86,10.24,75.9,1607.67\nTransfer/sec:,"536.89KB\n"")",0,,,
80.25,270.73,7.31s,1604.94\nTransfer/sec:,"535.98KB\n"")",1,,,
75.79,139.49,1.09s,1591.81\nTransfer/sec:,"531.59KB\n"")",1,,,
52.54,116.4,1.02s,1590.89\nTransfer/sec:,"531.28KB\n"")",0,,,
207.33,687.7,7.57s,1586.22\nTransfer/sec:,"529.72KB\n"")",1,,,
52.94,118.97,1.80s,1575.73\nTransfer/sec:,"526.22KB\n"")",0,,,
33.19,10.18,75.26,1580.21\nTransfer/sec:,"527.72KB\n"")",0,,,
41.7,18.38,225.28,1573.75\nTransfer/sec:,"525.56KB\n"")",0,,,
47.98,100.33,979.46,1577.17\nTransfer/sec:,"526.70KB\n"")",0,,,
40.42,77.02,976.9,1573.23\nTransfer/sec:,"525.38KB\n"")",0,,,
66.29,102.4,1.01s,1557.31\nTransfer/sec:,"520.07KB\n"")",1,,,
42.36,87.38,976.9,1564.40\nTransfer/sec:,"522.44KB\n"")",0,,,
56.02,124.35,1.24s,1560.42\nTransfer/sec:,"521.11KB\n"")",0,,,
42.66,85.59,963.58,1558.41\nTransfer/sec:,"520.44KB\n"")",0,,,
59.68,181.47,1.84s,1551.42\nTransfer/sec:,"518.10KB\n"")",0,,,
33.58,21.26,494.08,1548.35\nTransfer/sec:,"517.08KB\n"")",0,,,
33.23,10.16,74.62,1538.54\nTransfer/sec:,"513.80KB\n"")",0,,,
34.83,28.17,928.77,1531.82\nTransfer/sec:,"511.56KB\n"")",0,,,
280.92,780.74,7.83s,1521.14\nTransfer/sec:,"507.99KB\n"")",1,,,
75.72,211.16,1.77s,1520.92\nTransfer/sec:,"507.92KB\n"")",1,,,
138.25,427.71,3.96s,1475.57\nTransfer/sec:,"492.77KB\n"")",1,,,
29.95,9.64,72.96,1514.15\nTransfer/sec:,"505.65KB\n"")",0,,,
79.26,233.79,1.86s,1510.17\nTransfer/sec:,"504.33KB\n"")",1,,,
46.22,115.99,1.76s,1504.34\nTransfer/sec:,"502.38KB\n"")",0,,,
42.66,80.54,961.54,1500.28\nTransfer/sec:,"501.02KB\n"")",0,,,
388.06,812.66,4.85s,1495.31\nTransfer/sec:,"499.36KB\n"")",1,,,
59.72,139.96,1.77s,1488.13\nTransfer/sec:,"496.96KB\n"")",0,,,
33.2,10.14,83.46,1486.17\nTransfer/sec:,"496.31KB\n"")",0,,,
261.83,861.78,7.83s,1484.48\nTransfer/sec:,"495.74KB\n"")",1,,,
105.92,301.18,1.99s,1480.66\nTransfer/sec:,"494.47KB\n"")",1,,,
55.91,124.41,1.06s,1474.53\nTransfer/sec:,"492.42KB\n"")",0,,,
337.85,992.74,7.71s,1468.62\nTransfer/sec:,"490.45KB\n"")",1,,,
29.76,9.66,70.27,1466.11\nTransfer/sec:,"489.61KB\n"")",0,,,
32.43,10.13,82.43,1461.96\nTransfer/sec:,"488.22KB\n"")",0,,,
162.46,528.06,3.58s,1461.89\nTransfer/sec:,"488.20KB\n"")",1,,,
186.93,508.31,3.94s,1459.80\nTransfer/sec:,"487.50KB\n"")",1,,,
133.6,466.29,3.39s,1454.94\nTransfer/sec:,"485.88KB\n"")",1,,,
55.61,98.89,1.00s,1444.36\nTransfer/sec:,"482.35KB\n"")",0,,,
33.35,10.18,70.72,1444.98\nTransfer/sec:,"482.55KB\n"")",0,,,
48.49,27.8,384.51,1432.73\nTransfer/sec:,"478.46KB\n"")",0,,,
56.24,155.42,1.78s,1439.92\nTransfer/sec:,"480.86KB\n"")",0,,,
346.97,898.18,7.84s,1435.13\nTransfer/sec:,"479.26KB\n"")",1,,,
110.58,301.02,2.75s,1424.72\nTransfer/sec:,"475.79KB\n"")",1,,,
65.26,149.32,1.04s,1422.50\nTransfer/sec:,"475.04KB\n"")",1,,,
43.94,21.35,243.07,1414.62\nTransfer/sec:,"472.41KB\n"")",0,,,
33.36,10.21,83.14,1416.14\nTransfer/sec:,"472.92KB\n"")",0,,,
38.09,14.93,227.84,1410.63\nTransfer/sec:,"471.08KB\n"")",0,,,
39.93,73.45,926.72,1412.65\nTransfer/sec:,"471.75KB\n"")",0,,,
70.1,111.36,1.06s,1398.99\nTransfer/sec:,"467.19KB\n"")",1,,,
42.27,83.67,954.88,1405.30\nTransfer/sec:,"469.30KB\n"")",0,,,
191.06,656.02,8.68s,1402.82\nTransfer/sec:,"468.47KB\n"")",1,,,
70.55,148.61,1.81s,1394.93\nTransfer/sec:,"465.84KB\n"")",1,,,
33.44,10.12,65.92,1398.27\nTransfer/sec:,"466.95KB\n"")",0,,,
33.49,10.24,81.09,1396.29\nTransfer/sec:,"466.29KB\n"")",0,,,
47.21,109.1,1.79s,1394.80\nTransfer/sec:,"465.79KB\n"")",0,,,
172.66,550.63,3.60s,1391.83\nTransfer/sec:,"464.80KB\n"")",1,,,
49.59,114.39,1.32s,1389.62\nTransfer/sec:,"464.06KB\n"")",0,,,
65.91,195.08,1.81s,1385.60\nTransfer/sec:,"462.72KB\n"")",1,,,
209.67,558,3.88s,1380.06\nTransfer/sec:,"460.87KB\n"")",1,,,
42.7,37.59,542.72,1373.77\nTransfer/sec:,"458.77KB\n"")",0,,,
33.36,10.19,67.52,1376.50\nTransfer/sec:,"459.68KB\n"")",0,,,
61.02,132.73,1.86s,1372.44\nTransfer/sec:,"458.32KB\n"")",1,,,
58.12,123.91,1.75s,1370.06\nTransfer/sec:,"457.53KB\n"")",0,,,
71.77,163.95,1.79s,1366.92\nTransfer/sec:,"456.48KB\n"")",1,,,
49.79,108.22,996.35,1368.73\nTransfer/sec:,"457.08KB\n"")",0,,,
44.53,87.1,982.53,1366.72\nTransfer/sec:,"456.41KB\n"")",0,,,
